Site,Month,Day,Hour,Value,Duration
GZ,3,14,12,87,Valid
GZ,3,14,13,84,Valid
GZ,3,14,14,93,Valid
GZ,3,14,15,94,Valid
GZ,3,14,16,93,Valid
GZ,3,14,17,108,Valid
GZ,3,14,18,106,Valid
GZ,3,14,19,96,Valid
GZ,3,14,20,85,Valid
GZ,3,14,21,83,Valid
GZ,3,14,22,89,Valid
GZ,3,14,23,88,Valid
GZ,3,15,0,102,Valid
GZ,3,15,1,81,Valid
GZ,3,15,2,91,Valid
GZ,3,15,3,87,Valid
GZ,3,15,4,76,Valid
GZ,3,15,5,69,Valid
GZ,3,15,6,63,Valid
GZ,3,15,7,62,Valid
GZ,3,15,8,68,Valid
GZ,3,15,9,73,Valid
GZ,3,15,10,71,Valid
GZ,3,15,11,61,Valid
GZ,3,15,12,51,Valid
GZ,3,15,13,47,Valid
GZ,3,15,14,39,Valid
GZ,3,15,15,35,Valid
GZ,3,15,16,32,Valid
GZ,3,15,17,23,Valid
GZ,3,15,18,30,Valid
GZ,3,15,19,25,Valid
GZ,3,15,20,27,Valid
GZ,3,15,21,25,Valid
GZ,3,15,22,20,Valid
GZ,3,15,23,23,Valid
GZ,3,16,0,29,Valid
GZ,3,16,1,51,Valid
GZ,3,16,2,70,Valid
GZ,3,16,3,60,Valid
GZ,3,16,4,62,Valid
GZ,3,16,5,62,Valid
GZ,3,16,6,69,Valid
GZ,3,16,7,58,Valid
GZ,3,16,8,53,Valid
GZ,3,16,9,57,Valid
GZ,3,16,10,48,Valid
GZ,3,16,11,44,Valid
GZ,3,16,12,44,Valid
GZ,3,16,13,45,Valid
GZ,3,16,14,30,Valid
GZ,3,16,15,40,Valid
GZ,3,16,16,33,Valid
GZ,3,16,17,33,Valid
GZ,3,16,18,34,Valid
GZ,3,16,19,30,Valid
GZ,3,16,20,38,Valid
GZ,3,16,21,33,Valid
GZ,3,16,22,33,Valid
GZ,3,16,23,26,Valid
GZ,3,17,0,28,Valid
GZ,3,17,1,32,Valid
GZ,3,17,2,36,Valid
GZ,3,17,3,34,Valid
GZ,3,17,4,47,Valid
GZ,3,17,5,64,Valid
GZ,3,17,6,54,Valid
GZ,3,17,7,64,Valid
GZ,3,17,8,67,Valid
GZ,3,17,9,48,Valid
GZ,3,17,10,29,Valid
GZ,3,17,11,23,Valid
GZ,3,17,12,18,Valid
GZ,3,17,13,16,Valid
GZ,3,17,14,17,Valid
GZ,3,17,15,18,Valid
GZ,3,17,16,21,Valid
GZ,3,17,17,21,Valid
GZ,3,17,18,14,Valid
GZ,3,17,19,20,Valid
GZ,3,17,20,21,Valid
GZ,3,17,21,19,Valid
GZ,3,17,22,22,Valid
GZ,3,17,23,23,Valid
GZ,3,18,0,18,Valid
GZ,3,18,1,25,Valid
GZ,3,18,2,28,Valid
GZ,3,18,3,22,Valid
GZ,3,18,4,28,Valid
GZ,3,18,5,38,Valid
GZ,3,18,6,43,Valid
GZ,3,18,7,46,Valid
GZ,3,18,8,47,Valid
GZ,3,18,9,47,Valid
GZ,3,18,10,45,Valid
GZ,3,18,11,23,Valid
GZ,3,18,12,27,Valid
GZ,3,18,13,23,Valid
GZ,3,18,14,26,Valid
GZ,3,18,15,31,Valid
GZ,3,18,16,27,Valid
GZ,3,18,17,30,Valid
GZ,3,18,18,33,Valid
GZ,3,18,19,33,Valid
GZ,3,18,20,31,Valid
GZ,3,18,21,29,Valid
GZ,3,18,22,30,Valid
GZ,3,18,23,35,Valid
GZ,3,19,0,37,Valid
GZ,3,19,1,32,Valid
GZ,3,19,2,36,Valid
GZ,3,19,3,33,Valid
GZ,3,19,4,36,Valid
GZ,3,19,5,35,Valid
GZ,3,19,6,33,Valid
GZ,3,19,7,38,Valid
GZ,3,19,8,56,Valid
GZ,3,19,9,61,Valid
GZ,3,19,10,74,Valid
GZ,3,19,11,51,Valid
GZ,3,19,12,36,Valid
GZ,3,19,13,28,Valid
GZ,3,19,14,28,Valid
GZ,3,19,15,25,Valid
GZ,3,19,16,25,Valid
GZ,3,19,17,27,Valid
GZ,3,19,18,24,Valid
GZ,3,19,19,31,Valid
GZ,3,19,20,33,Valid
GZ,3,19,21,28,Valid
GZ,3,19,22,31,Valid
GZ,3,19,23,35,Valid
GZ,3,20,0,35,Valid
GZ,3,20,1,32,Valid
GZ,3,20,2,38,Valid
GZ,3,20,3,37,Valid
GZ,3,20,4,37,Valid
GZ,3,20,5,38,Valid
GZ,3,20,6,39,Valid
GZ,3,20,7,35,Valid
GZ,3,20,8,37,Valid
GZ,3,20,9,32,Valid
GZ,3,20,10,27,Valid
GZ,3,20,11,24,Valid
GZ,3,20,12,21,Valid
GZ,3,20,13,19,Valid
GZ,3,20,14,27,Valid
GZ,3,20,15,28,Valid
GZ,3,20,16,38,Valid
GZ,3,20,17,40,Valid
GZ,3,20,18,38,Valid
GZ,3,20,19,35,Valid
GZ,3,20,20,31,Valid
GZ,3,20,21,38,Valid
GZ,3,20,22,38,Valid
GZ,3,20,23,35,Valid
GZ,3,21,0,37,Valid
GZ,3,21,1,39,Valid
GZ,3,21,2,36,Valid
GZ,3,21,3,41,Valid
GZ,3,21,4,46,Valid
GZ,3,21,5,40,Valid
GZ,3,21,6,52,Valid
GZ,3,21,7,59,Valid
GZ,3,21,8,48,Valid
GZ,3,21,9,52,Valid
GZ,3,21,10,59,Valid
GZ,3,21,11,65,Valid
GZ,3,21,12,75,Valid
GZ,3,21,13,74,Valid
GZ,3,21,14,57,Valid
GZ,3,21,15,60,Valid
GZ,3,21,16,57,Valid
GZ,3,21,17,59,Valid
GZ,3,21,18,55,Valid
GZ,3,21,19,49,Valid
GZ,3,21,20,58,Valid
GZ,3,21,21,56,Valid
GZ,3,21,22,65,Valid
GZ,3,21,23,57,Valid
GZ,3,22,0,56,Valid
GZ,3,22,1,63,Valid
GZ,3,22,2,67,Valid
GZ,3,22,3,64,Valid
GZ,3,22,4,58,Valid
GZ,3,22,5,49,Valid
GZ,3,22,6,46,Valid
GZ,3,22,7,47,Valid
GZ,3,22,8,41,Valid
GZ,3,22,9,39,Valid
GZ,3,22,10,50,Valid
GZ,3,22,11,58,Valid
GZ,3,22,12,70,Valid
GZ,3,22,13,77,Valid
GZ,3,22,14,99,Valid
GZ,3,22,15,80,Valid
GZ,3,22,16,68,Valid
GZ,3,22,17,98,Valid
GZ,3,22,18,109,Valid
GZ,3,22,19,94,Valid
GZ,3,22,20,85,Valid
GZ,3,22,21,90,Valid
GZ,3,22,22,59,Valid
GZ,3,22,23,43,Valid
GZ,3,23,0,31,Valid
GZ,3,23,1,20,Valid
GZ,3,23,2,28,Valid
GZ,3,23,3,28,Valid
GZ,3,23,4,31,Valid
GZ,3,23,5,30,Valid
GZ,3,23,6,34,Valid
GZ,3,23,7,34,Valid
GZ,3,23,8,41,Valid
GZ,3,23,9,47,Valid
GZ,3,23,10,45,Valid
GZ,3,23,11,45,Valid
GZ,3,23,12,49,Valid
GZ,3,23,13,52,Valid
GZ,3,23,14,72,Valid
GZ,3,23,15,57,Valid
GZ,3,23,16,41,Valid
GZ,3,23,17,46,Valid
GZ,3,23,18,42,Valid
GZ,3,23,19,59,Valid
GZ,3,23,20,52,Valid
GZ,3,23,21,37,Valid
GZ,3,23,22,10,Valid
GZ,3,23,23,16,Valid
GZ,3,24,0,8,Valid
GZ,3,24,1,10,Valid
GZ,3,24,2,10,Valid
GZ,3,24,3,7,Valid
GZ,3,24,4,7,Valid
GZ,3,24,5,4,Valid
GZ,3,24,6,5,Valid
GZ,3,24,7,11,Valid
GZ,3,24,8,14,Valid
GZ,3,24,9,10,Valid
GZ,3,24,10,7,Valid
GZ,3,24,11,-999,Missing
GZ,3,24,12,-999,Missing
GZ,3,24,13,7,Valid
GZ,3,24,14,11,Valid
GZ,3,24,15,26,Valid
GZ,3,24,16,14,Valid
GZ,3,24,17,16,Valid
GZ,3,24,18,13,Valid
GZ,3,24,19,26,Valid
GZ,3,24,20,27,Valid
GZ,3,24,21,23,Valid
GZ,3,24,22,22,Valid
GZ,3,24,23,23,Valid
GZ,3,25,0,20,Valid
GZ,3,25,1,20,Valid
GZ,3,25,2,19,Valid
GZ,3,25,3,23,Valid
GZ,3,25,4,21,Valid
GZ,3,25,5,25,Valid
GZ,3,25,6,19,Valid
GZ,3,25,7,18,Valid
GZ,3,25,8,23,Valid
GZ,3,25,9,20,Valid
GZ,3,25,10,28,Valid
GZ,3,25,11,31,Valid
GZ,3,25,12,30,Valid
GZ,3,25,13,35,Valid
GZ,3,25,14,35,Valid
GZ,3,25,15,45,Valid
GZ,3,25,16,48,Valid
GZ,3,25,17,53,Valid
GZ,3,25,18,47,Valid
GZ,3,25,19,46,Valid
GZ,3,25,20,47,Valid
GZ,3,25,21,36,Valid
GZ,3,25,22,41,Valid
GZ,3,25,23,46,Valid
GZ,3,26,0,37,Valid
GZ,3,26,1,37,Valid
GZ,3,26,2,34,Valid
GZ,3,26,3,26,Valid
GZ,3,26,4,17,Valid
GZ,3,26,5,21,Valid
GZ,3,26,6,18,Valid
GZ,3,26,7,20,Valid
GZ,3,26,8,22,Valid
GZ,3,26,9,20,Valid
GZ,3,26,10,27,Valid
GZ,3,26,11,20,Valid
GZ,3,26,12,24,Valid
GZ,3,26,13,27,Valid
GZ,3,26,14,19,Valid
GZ,3,26,15,27,Valid
GZ,3,26,16,9,Valid
GZ,3,26,17,15,Valid
GZ,3,26,18,24,Valid
GZ,3,26,19,27,Valid
GZ,3,26,20,26,Valid
GZ,3,26,21,13,Valid
GZ,3,26,22,16,Valid
GZ,3,26,23,17,Valid
GZ,3,27,0,24,Valid
GZ,3,27,1,30,Valid
GZ,3,27,2,24,Valid
GZ,3,27,3,19,Valid
GZ,3,27,4,20,Valid
GZ,3,27,5,23,Valid
GZ,3,27,6,26,Valid
GZ,3,27,7,12,Valid
GZ,3,27,8,9,Valid
GZ,3,27,9,19,Valid
GZ,3,27,10,24,Valid
GZ,3,27,11,24,Valid
GZ,3,27,12,34,Valid
GZ,3,27,13,36,Valid
GZ,3,27,14,42,Valid
GZ,3,27,15,54,Valid
GZ,3,27,16,56,Valid
GZ,3,27,17,61,Valid
GZ,3,27,18,81,Valid
GZ,3,27,19,79,Valid
GZ,3,27,20,24,Valid
GZ,3,27,21,23,Valid
GZ,3,27,22,20,Valid
GZ,3,27,23,28,Valid
GZ,3,28,0,25,Valid
GZ,3,28,1,27,Valid
GZ,3,28,2,25,Valid
GZ,3,28,3,26,Valid
GZ,3,28,4,27,Valid
GZ,3,28,5,29,Valid
GZ,3,28,6,26,Valid
GZ,3,28,7,25,Valid
GZ,3,28,8,28,Valid
GZ,3,28,9,32,Valid
GZ,3,28,10,40,Valid
GZ,3,28,11,57,Valid
GZ,3,28,12,64,Valid
GZ,3,28,13,50,Valid
GZ,3,28,14,39,Valid
GZ,3,28,15,41,Valid
GZ,3,28,16,47,Valid
GZ,3,28,17,47,Valid
GZ,3,28,18,62,Valid
GZ,3,28,19,73,Valid
GZ,3,28,20,64,Valid
GZ,3,28,21,64,Valid
GZ,3,28,22,66,Valid
GZ,3,28,23,67,Valid
GZ,3,29,0,69,Valid
GZ,3,29,1,71,Valid
GZ,3,29,2,67,Valid
GZ,3,29,3,70,Valid
GZ,3,29,4,72,Valid
GZ,3,29,5,72,Valid
GZ,3,29,6,74,Valid
GZ,3,29,7,80,Valid
GZ,3,29,8,72,Valid
GZ,3,29,9,64,Valid
GZ,3,29,10,64,Valid
GZ,3,29,11,53,Valid
GZ,3,29,12,56,Valid
GZ,3,29,13,65,Valid
GZ,3,29,14,64,Valid
GZ,3,29,15,56,Valid
GZ,3,29,16,68,Valid
GZ,3,29,17,64,Valid
GZ,3,29,18,56,Valid
GZ,3,29,19,48,Valid
GZ,3,29,20,42,Valid
GZ,3,29,21,31,Valid
GZ,3,29,22,37,Valid
GZ,3,29,23,46,Valid
GZ,3,30,0,50,Valid
GZ,3,30,1,47,Valid
GZ,3,30,2,51,Valid
GZ,3,30,3,59,Valid
GZ,3,30,4,67,Valid
GZ,3,30,5,63,Valid
GZ,3,30,6,61,Valid
GZ,3,30,7,70,Valid
GZ,3,30,8,71,Valid
GZ,3,30,9,67,Valid
GZ,3,30,10,44,Valid
GZ,3,30,11,39,Valid
GZ,3,30,12,32,Valid
GZ,3,30,13,29,Valid
GZ,3,30,14,33,Valid
GZ,3,30,15,25,Valid
GZ,3,30,16,30,Valid
GZ,3,30,17,27,Valid
GZ,3,30,18,27,Valid
GZ,3,30,19,31,Valid
GZ,3,30,20,33,Valid
GZ,3,30,21,35,Valid
GZ,3,30,22,38,Valid
GZ,3,30,23,35,Valid
GZ,3,31,0,38,Valid
GZ,3,31,1,39,Valid
GZ,3,31,2,38,Valid
GZ,3,31,3,34,Valid
GZ,3,31,4,35,Valid
GZ,3,31,5,35,Valid
GZ,3,31,6,34,Valid
GZ,3,31,7,31,Valid
GZ,3,31,8,30,Valid
GZ,3,31,9,26,Valid
GZ,3,31,10,22,Valid
GZ,3,31,11,21,Valid
GZ,3,31,12,22,Valid
GZ,3,31,13,18,Valid
GZ,3,31,14,17,Valid
GZ,3,31,15,14,Valid
GZ,3,31,16,16,Valid
GZ,3,31,17,18,Valid
GZ,3,31,18,18,Valid
GZ,3,31,19,15,Valid
GZ,3,31,20,18,Valid
GZ,3,31,21,17,Valid
GZ,3,31,22,19,Valid
GZ,3,31,23,19,Valid
GZ,4,1,0,27,Valid
GZ,4,1,1,23,Valid
GZ,4,1,2,25,Valid
GZ,4,1,3,21,Valid
GZ,4,1,4,20,Valid
GZ,4,1,5,21,Valid
GZ,4,1,6,17,Valid
GZ,4,1,7,20,Valid
GZ,4,1,8,28,Valid
GZ,4,1,9,23,Valid
GZ,4,1,10,20,Valid
GZ,4,1,11,18,Valid
GZ,4,1,12,22,Valid
GZ,4,1,13,21,Valid
GZ,4,1,14,20,Valid
GZ,4,1,15,22,Valid
GZ,4,1,16,26,Valid
GZ,4,1,17,12,Valid
GZ,4,1,18,14,Valid
GZ,4,1,19,17,Valid
GZ,4,1,20,17,Valid
GZ,4,1,21,18,Valid
GZ,4,1,22,14,Valid
GZ,4,1,23,18,Valid
GZ,4,2,0,18,Valid
GZ,4,2,1,20,Valid
GZ,4,2,2,13,Valid
GZ,4,2,3,19,Valid
GZ,4,2,4,18,Valid
GZ,4,2,5,19,Valid
GZ,4,2,6,21,Valid
GZ,4,2,7,20,Valid
GZ,4,2,8,22,Valid
GZ,4,2,9,21,Valid
GZ,4,2,10,25,Valid
GZ,4,2,11,20,Valid
GZ,4,2,12,18,Valid
GZ,4,2,13,13,Valid
GZ,4,2,14,10,Valid
GZ,4,2,15,15,Valid
GZ,4,2,16,14,Valid
GZ,4,2,17,10,Valid
GZ,4,2,18,12,Valid
GZ,4,2,19,16,Valid
GZ,4,2,20,21,Valid
GZ,4,2,21,19,Valid
GZ,4,2,22,11,Valid
GZ,4,2,23,11,Valid
GZ,4,3,0,17,Valid
GZ,4,3,1,9,Valid
GZ,4,3,2,12,Valid
GZ,4,3,3,17,Valid
GZ,4,3,4,13,Valid
GZ,4,3,5,13,Valid
GZ,4,3,6,11,Valid
GZ,4,3,7,22,Valid
GZ,4,3,8,18,Valid
GZ,4,3,9,20,Valid
GZ,4,3,10,19,Valid
GZ,4,3,11,17,Valid
GZ,4,3,12,20,Valid
GZ,4,3,13,20,Valid
GZ,4,3,14,15,Valid
GZ,4,3,15,21,Valid
GZ,4,3,16,22,Valid
GZ,4,3,17,22,Valid
GZ,4,3,18,17,Valid
GZ,4,3,19,23,Valid
GZ,4,3,20,17,Valid
GZ,4,3,21,14,Valid
GZ,4,3,22,17,Valid
GZ,4,3,23,16,Valid
GZ,4,4,0,6,Valid
GZ,4,4,1,16,Valid
GZ,4,4,2,9,Valid
GZ,4,4,3,8,Valid
GZ,4,4,4,19,Valid
GZ,4,4,5,9,Valid
GZ,4,4,6,13,Valid
GZ,4,4,7,15,Valid
GZ,4,4,8,10,Valid
GZ,4,4,9,6,Valid
GZ,4,4,10,8,Valid
GZ,4,4,11,8,Valid
GZ,4,4,12,12,Valid
GZ,4,4,13,10,Valid
GZ,4,4,14,9,Valid
GZ,4,4,15,11,Valid
GZ,4,4,16,10,Valid
GZ,4,4,17,11,Valid
GZ,4,4,18,10,Valid
GZ,4,4,19,14,Valid
GZ,4,4,20,14,Valid
GZ,4,4,21,17,Valid
GZ,4,4,22,15,Valid
GZ,4,4,23,16,Valid
GZ,4,5,0,12,Valid
GZ,4,5,1,12,Valid
GZ,4,5,2,11,Valid
GZ,4,5,3,11,Valid
GZ,4,5,4,12,Valid
GZ,4,5,5,11,Valid
GZ,4,5,6,13,Valid
GZ,4,5,7,24,Valid
GZ,4,5,8,14,Valid
GZ,4,5,9,12,Valid
GZ,4,5,10,15,Valid
GZ,4,5,11,17,Valid
GZ,4,5,12,15,Valid
GZ,4,5,13,21,Valid
GZ,4,5,14,14,Valid
GZ,4,5,15,18,Valid
GZ,4,5,16,11,Valid
GZ,4,5,17,21,Valid
GZ,4,5,18,18,Valid
GZ,4,5,19,29,Valid
GZ,4,5,20,29,Valid
GZ,4,5,21,30,Valid
GZ,4,5,22,22,Valid
GZ,4,5,23,35,Valid
GZ,4,6,0,34,Valid
GZ,4,6,1,36,Valid
GZ,4,6,2,30,Valid
GZ,4,6,3,24,Valid
GZ,4,6,4,28,Valid
GZ,4,6,5,28,Valid
GZ,4,6,6,28,Valid
GZ,4,6,7,19,Valid
GZ,4,6,8,15,Valid
GZ,4,6,9,12,Valid
GZ,4,6,10,6,Valid
GZ,4,6,11,12,Valid
GZ,4,6,12,14,Valid
GZ,4,6,13,24,Valid
GZ,4,6,14,29,Valid
GZ,4,6,15,37,Valid
GZ,4,6,16,38,Valid
GZ,4,6,17,43,Valid
GZ,4,6,18,56,Valid
GZ,4,6,19,59,Valid
GZ,4,6,20,59,Valid
GZ,4,6,21,40,Valid
GZ,4,6,22,44,Valid
GZ,4,6,23,33,Valid
GZ,4,7,0,30,Valid
GZ,4,7,1,34,Valid
GZ,4,7,2,32,Valid
GZ,4,7,3,33,Valid
GZ,4,7,4,22,Valid
GZ,4,7,5,15,Valid
GZ,4,7,6,10,Valid
GZ,4,7,7,12,Valid
GZ,4,7,8,41,Valid
GZ,4,7,9,62,Valid
GZ,4,7,10,69,Valid
GZ,4,7,11,63,Valid
GZ,4,7,12,64,Valid
GZ,4,7,13,65,Valid
GZ,4,7,14,63,Valid
GZ,4,7,15,57,Valid
GZ,4,7,16,47,Valid
GZ,4,7,17,44,Valid
GZ,4,7,18,55,Valid
GZ,4,7,19,56,Valid
GZ,4,7,20,45,Valid
GZ,4,7,21,34,Valid
GZ,4,7,22,30,Valid
GZ,4,7,23,16,Valid
GZ,4,8,0,4,Valid
GZ,4,8,1,7,Valid
GZ,4,8,2,8,Valid
GZ,4,8,3,11,Valid
GZ,4,8,4,8,Valid
GZ,4,8,5,9,Valid
GZ,4,8,6,8,Valid
GZ,4,8,7,6,Valid
GZ,4,8,8,9,Valid
GZ,4,8,9,9,Valid
GZ,4,8,10,16,Valid
GZ,4,8,11,11,Valid
GZ,4,8,12,14,Valid
GZ,4,8,13,15,Valid
GZ,4,8,14,13,Valid
GZ,4,8,15,11,Valid
GZ,4,8,16,14,Valid
GZ,4,8,17,14,Valid
GZ,4,8,18,17,Valid
GZ,4,8,19,18,Valid
GZ,4,8,20,16,Valid
GZ,4,8,21,17,Valid
GZ,4,8,22,13,Valid
GZ,4,8,23,17,Valid
GZ,4,9,0,19,Valid
GZ,4,9,1,22,Valid
GZ,4,9,2,23,Valid
GZ,4,9,3,19,Valid
GZ,4,9,4,23,Valid
GZ,4,9,5,17,Valid
GZ,4,9,6,25,Valid
GZ,4,9,7,22,Valid
GZ,4,9,8,27,Valid
GZ,4,9,9,26,Valid
GZ,4,9,10,24,Valid
GZ,4,9,11,47,Valid
GZ,4,9,12,46,Valid
GZ,4,9,13,54,Valid
GZ,4,9,14,44,Valid
GZ,4,9,15,44,Valid
GZ,4,9,16,37,Valid
GZ,4,9,17,31,Valid
GZ,4,9,18,23,Valid
GZ,4,9,19,29,Valid
GZ,4,9,20,26,Valid
GZ,4,9,21,20,Valid
GZ,4,9,22,19,Valid
GZ,4,9,23,20,Valid
GZ,4,10,0,12,Valid
GZ,4,10,1,18,Valid
GZ,4,10,2,15,Valid
GZ,4,10,3,21,Valid
GZ,4,10,4,15,Valid
GZ,4,10,5,11,Valid
GZ,4,10,6,17,Valid
GZ,4,10,7,16,Valid
GZ,4,10,8,13,Valid
GZ,4,10,9,16,Valid
GZ,4,10,10,12,Valid
GZ,4,10,11,13,Valid
GZ,4,10,12,17,Valid
GZ,4,10,13,15,Valid
GZ,4,10,14,17,Valid
GZ,4,10,15,21,Valid
GZ,4,10,16,16,Valid
GZ,4,10,17,21,Valid
GZ,4,10,18,19,Valid
GZ,4,10,19,25,Valid
GZ,4,10,20,30,Valid
GZ,4,10,21,17,Valid
GZ,4,10,22,10,Valid
GZ,4,10,23,16,Valid
GZ,4,11,0,15,Valid
GZ,4,11,1,16,Valid
GZ,4,11,2,23,Valid
GZ,4,11,3,19,Valid
GZ,4,11,4,17,Valid
GZ,4,11,5,18,Valid
GZ,4,11,6,18,Valid
GZ,4,11,7,23,Valid
GZ,4,11,8,30,Valid
GZ,4,11,9,25,Valid
GZ,4,11,10,32,Valid
GZ,4,11,11,36,Valid
GZ,4,11,12,43,Valid
GZ,4,11,13,35,Valid
GZ,4,11,14,31,Valid
GZ,4,11,15,34,Valid
GZ,4,11,16,38,Valid
GZ,4,11,17,39,Valid
GZ,4,11,18,43,Valid
GZ,4,11,19,44,Valid
GZ,4,11,20,42,Valid
GZ,4,11,21,31,Valid
GZ,4,11,22,39,Valid
GZ,4,11,23,36,Valid
GZ,4,12,0,38,Valid
GZ,4,12,1,44,Valid
GZ,4,12,2,41,Valid
GZ,4,12,3,38,Valid
GZ,4,12,4,40,Valid
GZ,4,12,5,43,Valid
GZ,4,12,6,40,Valid
GZ,4,12,7,40,Valid
GZ,4,12,8,38,Valid
GZ,4,12,9,38,Valid
GZ,4,12,10,43,Valid
GZ,4,12,11,45,Valid
GZ,4,12,12,35,Valid
GZ,4,12,13,33,Valid
GZ,4,12,14,29,Valid
GZ,4,12,15,34,Valid
GZ,4,12,16,34,Valid
GZ,4,12,17,34,Valid
GZ,4,12,18,42,Valid
GZ,4,12,19,44,Valid
GZ,4,12,20,57,Valid
GZ,4,12,21,68,Valid
GZ,4,12,22,73,Valid
GZ,4,12,23,80,Valid
GZ,4,13,0,78,Valid
GZ,4,13,1,81,Valid
GZ,4,13,2,74,Valid
GZ,4,13,3,65,Valid
GZ,4,13,4,54,Valid
GZ,4,13,5,51,Valid
GZ,4,13,6,50,Valid
GZ,4,13,7,54,Valid
GZ,4,13,8,49,Valid
GZ,4,13,9,47,Valid
GZ,4,13,10,56,Valid
GZ,4,13,11,54,Valid
GZ,4,13,12,50,Valid
GZ,4,13,13,45,Valid
GZ,4,13,14,49,Valid
GZ,4,13,15,45,Valid
GZ,4,13,16,43,Valid
GZ,4,13,17,42,Valid
GZ,4,13,18,48,Valid
GZ,4,13,19,59,Valid
GZ,4,13,20,59,Valid
GZ,4,13,21,52,Valid
GZ,4,13,22,75,Valid
GZ,4,13,23,45,Valid
GZ,4,14,0,39,Valid
GZ,4,14,1,26,Valid
GZ,4,14,2,22,Valid
GZ,4,14,3,20,Valid
GZ,4,14,4,20,Valid
GZ,4,14,5,23,Valid
GZ,4,14,6,22,Valid
GZ,4,14,7,22,Valid
GZ,4,14,8,23,Valid
GZ,4,14,9,24,Valid
GZ,4,14,10,18,Valid
GZ,4,14,11,18,Valid
GZ,4,14,12,20,Valid
GZ,4,14,13,28,Valid
GZ,4,14,14,24,Valid
GZ,4,14,15,30,Valid
GZ,4,14,16,38,Valid
GZ,4,14,17,41,Valid
GZ,4,14,18,42,Valid
GZ,4,14,19,53,Valid
GZ,4,14,20,79,Valid
GZ,4,14,21,95,Valid
GZ,4,14,22,69,Valid
GZ,4,14,23,57,Valid
GZ,4,15,0,50,Valid
GZ,4,15,1,54,Valid
GZ,4,15,2,48,Valid
GZ,4,15,3,56,Valid
GZ,4,15,4,55,Valid
GZ,4,15,5,72,Valid
GZ,4,15,6,80,Valid
GZ,4,15,7,78,Valid
GZ,4,15,8,70,Valid
GZ,4,15,9,69,Valid
GZ,4,15,10,58,Valid
GZ,4,15,11,57,Valid
GZ,4,15,12,60,Valid
GZ,4,15,13,56,Valid
GZ,4,15,14,58,Valid
GZ,4,15,15,43,Valid
GZ,4,15,16,41,Valid
GZ,4,15,17,34,Valid
GZ,4,15,18,37,Valid
GZ,4,15,19,34,Valid
GZ,4,15,20,33,Valid
GZ,4,15,21,34,Valid
GZ,4,15,22,35,Valid
GZ,4,15,23,40,Valid
GZ,4,16,0,44,Valid
GZ,4,16,1,43,Valid
GZ,4,16,2,53,Valid
GZ,4,16,3,56,Valid
GZ,4,16,4,71,Valid
GZ,4,16,5,70,Valid
GZ,4,16,6,77,Valid
GZ,4,16,7,77,Valid
GZ,4,16,8,74,Valid
GZ,4,16,9,63,Valid
GZ,4,16,10,73,Valid
GZ,4,16,11,83,Valid
GZ,4,16,12,81,Valid
GZ,4,16,13,78,Valid
GZ,4,16,14,79,Valid
GZ,4,16,15,83,Valid
GZ,4,16,16,76,Valid
GZ,4,16,17,73,Valid
GZ,4,16,18,67,Valid
GZ,4,16,19,64,Valid
GZ,4,16,20,57,Valid
GZ,4,16,21,54,Valid
GZ,4,16,22,60,Valid
GZ,4,16,23,70,Valid
GZ,4,17,0,70,Valid
GZ,4,17,1,75,Valid
GZ,4,17,2,79,Valid
GZ,4,17,3,80,Valid
GZ,4,17,4,76,Valid
GZ,4,17,5,80,Valid
GZ,4,17,6,76,Valid
GZ,4,17,7,67,Valid
GZ,4,17,8,59,Valid
GZ,4,17,9,53,Valid
GZ,4,17,10,62,Valid
GZ,4,17,11,68,Valid
GZ,4,17,12,53,Valid
GZ,4,17,13,41,Valid
GZ,4,17,14,17,Valid
GZ,4,17,15,23,Valid
GZ,4,17,16,21,Valid
GZ,4,17,17,24,Valid
GZ,4,17,18,23,Valid
GZ,4,17,19,21,Valid
GZ,4,17,20,24,Valid
GZ,4,17,21,26,Valid
GZ,4,17,22,24,Valid
GZ,4,17,23,25,Valid
GZ,4,18,0,25,Valid
GZ,4,18,1,25,Valid
GZ,4,18,2,23,Valid
GZ,4,18,3,36,Valid
GZ,4,18,4,30,Valid
GZ,4,18,5,37,Valid
GZ,4,18,6,38,Valid
GZ,4,18,7,40,Valid
GZ,4,18,8,41,Valid
GZ,4,18,9,43,Valid
GZ,4,18,10,34,Valid
GZ,4,18,11,36,Valid
GZ,4,18,12,28,Valid
GZ,4,18,13,31,Valid
GZ,4,18,14,25,Valid
GZ,4,18,15,30,Valid
GZ,4,18,16,34,Valid
GZ,4,18,17,35,Valid
GZ,4,18,18,26,Valid
GZ,4,18,19,27,Valid
GZ,4,18,20,31,Valid
GZ,4,18,21,41,Valid
GZ,4,18,22,30,Valid
GZ,4,18,23,37,Valid
GZ,4,19,0,33,Valid
GZ,4,19,1,23,Valid
GZ,4,19,2,31,Valid
GZ,4,19,3,28,Valid
GZ,4,19,4,24,Valid
GZ,4,19,5,26,Valid
GZ,4,19,6,23,Valid
GZ,4,19,7,23,Valid
GZ,4,19,8,25,Valid
GZ,4,19,9,33,Valid
GZ,4,19,10,41,Valid
GZ,4,19,11,47,Valid
GZ,4,19,12,36,Valid
GZ,4,19,13,39,Valid
GZ,4,19,14,40,Valid
GZ,4,19,15,38,Valid
GZ,4,19,16,27,Valid
GZ,4,19,17,33,Valid
GZ,4,19,18,35,Valid
GZ,4,19,19,31,Valid
GZ,4,19,20,39,Valid
