Site,Month,Day,Hour,Value,Duration
GZ,8,7,0,49,Valid
GZ,8,7,1,45,Valid
GZ,8,7,2,33,Valid
GZ,8,7,3,16,Valid
GZ,8,7,4,18,Valid
GZ,8,7,5,14,Valid
GZ,8,7,6,17,Valid
GZ,8,7,7,20,Valid
GZ,8,7,8,19,Valid
GZ,8,7,9,26,Valid
GZ,8,7,10,38,Valid
GZ,8,7,11,35,Valid
GZ,8,7,12,38,Valid
GZ,8,7,13,34,Valid
GZ,8,7,14,38,Valid
GZ,8,7,15,31,Valid
GZ,8,7,16,30,Valid
GZ,8,7,17,33,Valid
GZ,8,7,18,42,Valid
GZ,8,7,19,47,Valid
GZ,8,7,20,52,Valid
GZ,8,7,21,63,Valid
GZ,8,7,22,70,Valid
GZ,8,7,23,39,Valid
GZ,8,8,0,25,Valid
GZ,8,8,1,24,Valid
GZ,8,8,2,30,Valid
GZ,8,8,3,28,Valid
GZ,8,8,4,37,Valid
GZ,8,8,5,42,Valid
GZ,8,8,6,32,Valid
GZ,8,8,7,43,Valid
GZ,8,8,8,50,Valid
GZ,8,8,9,49,Valid
GZ,8,8,10,44,Valid
GZ,8,8,11,45,Valid
GZ,8,8,12,35,Valid
GZ,8,8,13,31,Valid
GZ,8,8,14,34,Valid
GZ,8,8,15,33,Valid
GZ,8,8,16,33,Valid
GZ,8,8,17,39,Valid
GZ,8,8,18,39,Valid
GZ,8,8,19,44,Valid
GZ,8,8,20,41,Valid
GZ,8,8,21,44,Valid
GZ,8,8,22,44,Valid
GZ,8,8,23,38,Valid
GZ,8,9,0,37,Valid
GZ,8,9,1,35,Valid
GZ,8,9,2,31,Valid
GZ,8,9,3,34,Valid
GZ,8,9,4,44,Valid
GZ,8,9,5,34,Valid
GZ,8,9,6,41,Valid
GZ,8,9,7,41,Valid
GZ,8,9,8,45,Valid
GZ,8,9,9,28,Valid
GZ,8,9,10,32,Valid
GZ,8,9,11,31,Valid
GZ,8,9,12,29,Valid
GZ,8,9,13,25,Valid
GZ,8,9,14,29,Valid
GZ,8,9,15,23,Valid
GZ,8,9,16,26,Valid
GZ,8,9,17,18,Valid
GZ,8,9,18,21,Valid
GZ,8,9,19,25,Valid
GZ,8,9,20,31,Valid
GZ,8,9,21,39,Valid
GZ,8,9,22,38,Valid
GZ,8,9,23,41,Valid
GZ,8,10,0,38,Valid
GZ,8,10,1,32,Valid
GZ,8,10,2,19,Valid
GZ,8,10,3,20,Valid
GZ,8,10,4,38,Valid
GZ,8,10,5,26,Valid
GZ,8,10,6,14,Valid
GZ,8,10,7,15,Valid
GZ,8,10,8,18,Valid
GZ,8,10,9,26,Valid
GZ,8,10,10,25,Valid
GZ,8,10,11,33,Valid
GZ,8,10,12,48,Valid
GZ,8,10,13,55,Valid
GZ,8,10,14,67,Valid
GZ,8,10,15,32,Valid
GZ,8,10,16,18,Valid
GZ,8,10,17,20,Valid
GZ,8,10,18,28,Valid
GZ,8,10,19,30,Valid
GZ,8,10,20,28,Valid
GZ,8,10,21,36,Valid
GZ,8,10,22,34,Valid
GZ,8,10,23,41,Valid
GZ,8,11,0,50,Valid
GZ,8,11,1,47,Valid
GZ,8,11,2,28,Valid
GZ,8,11,3,27,Valid
GZ,8,11,4,32,Valid
GZ,8,11,5,37,Valid
GZ,8,11,6,37,Valid
GZ,8,11,7,40,Valid
GZ,8,11,8,40,Valid
GZ,8,11,9,36,Valid
GZ,8,11,10,12,Valid
GZ,8,11,11,18,Valid
GZ,8,11,12,27,Valid
GZ,8,11,13,36,Valid
GZ,8,11,14,49,Valid
GZ,8,11,15,59,Valid
GZ,8,11,16,47,Valid
GZ,8,11,17,47,Valid
GZ,8,11,18,45,Valid
GZ,8,11,19,43,Valid
GZ,8,11,20,46,Valid
GZ,8,11,21,44,Valid
GZ,8,11,22,42,Valid
GZ,8,11,23,50,Valid
GZ,8,12,0,52,Valid
GZ,8,12,1,63,Valid
GZ,8,12,2,63,Valid
GZ,8,12,3,61,Valid
GZ,8,12,4,48,Valid
GZ,8,12,5,18,Valid
GZ,8,12,6,32,Valid
GZ,8,12,7,36,Valid
GZ,8,12,8,50,Valid
GZ,8,12,9,27,Valid
GZ,8,12,10,26,Valid
GZ,8,12,11,22,Valid
GZ,8,12,12,29,Valid
GZ,8,12,13,34,Valid
GZ,8,12,14,38,Valid
GZ,8,12,15,34,Valid
GZ,8,12,16,33,Valid
GZ,8,12,17,28,Valid
GZ,8,12,18,27,Valid
GZ,8,12,19,19,Valid
GZ,8,12,20,21,Valid
GZ,8,12,21,17,Valid
GZ,8,12,22,17,Valid
GZ,8,12,23,16,Valid
GZ,8,13,0,17,Valid
GZ,8,13,1,16,Valid
GZ,8,13,2,13,Valid
GZ,8,13,3,12,Valid
GZ,8,13,4,9,Valid
GZ,8,13,5,21,Valid
GZ,8,13,6,7,Valid
GZ,8,13,7,20,Valid
GZ,8,13,8,10,Valid
GZ,8,13,9,11,Valid
GZ,8,13,10,13,Valid
GZ,8,13,11,27,Valid
GZ,8,13,12,33,Valid
GZ,8,13,13,47,Valid
GZ,8,13,14,33,Valid
GZ,8,13,15,22,Valid
GZ,8,13,16,5,Valid
GZ,8,13,17,6,Valid
GZ,8,13,18,10,Valid
GZ,8,13,19,13,Valid
GZ,8,13,20,18,Valid
GZ,8,13,21,31,Valid
GZ,8,13,22,38,Valid
GZ,8,13,23,23,Valid
GZ,8,14,0,3,Valid
GZ,8,14,1,7,Valid
GZ,8,14,2,16,Valid
GZ,8,14,3,16,Valid
GZ,8,14,4,16,Valid
GZ,8,14,5,17,Valid
GZ,8,14,6,17,Valid
GZ,8,14,7,25,Valid
GZ,8,14,8,19,Valid
GZ,8,14,9,15,Valid
GZ,8,14,10,31,Valid
GZ,8,14,11,48,Valid
GZ,8,14,12,58,Valid
GZ,8,14,13,32,Valid
GZ,8,14,14,5,Valid
GZ,8,14,15,15,Valid
GZ,8,14,16,15,Valid
GZ,8,14,17,22,Valid
GZ,8,14,18,29,Valid
GZ,8,14,19,33,Valid
GZ,8,14,20,16,Valid
GZ,8,14,21,12,Valid
GZ,8,14,22,29,Valid
GZ,8,14,23,24,Valid
GZ,8,15,0,25,Valid
GZ,8,15,1,25,Valid
GZ,8,15,2,26,Valid
GZ,8,15,3,28,Valid
GZ,8,15,4,30,Valid
GZ,8,15,5,27,Valid
GZ,8,15,6,26,Valid
GZ,8,15,7,23,Valid
GZ,8,15,8,29,Valid
GZ,8,15,9,39,Valid
GZ,8,15,10,52,Valid
GZ,8,15,11,73,Valid
GZ,8,15,12,73,Valid
GZ,8,15,13,50,Valid
GZ,8,15,14,27,Valid
GZ,8,15,15,14,Valid
GZ,8,15,16,5,Valid
GZ,8,15,17,-1,Valid
GZ,8,15,18,15,Valid
GZ,8,15,19,10,Valid
GZ,8,15,20,16,Valid
GZ,8,15,21,19,Valid
GZ,8,15,22,20,Valid
GZ,8,15,23,27,Valid
GZ,8,16,0,36,Valid
GZ,8,16,1,44,Valid
GZ,8,16,2,37,Valid
GZ,8,16,3,36,Valid
GZ,8,16,4,30,Valid
GZ,8,16,5,33,Valid
GZ,8,16,6,30,Valid
GZ,8,16,7,39,Valid
GZ,8,16,8,39,Valid
GZ,8,16,9,46,Valid
GZ,8,16,10,54,Valid
GZ,8,16,11,60,Valid
GZ,8,16,12,52,Valid
GZ,8,16,13,54,Valid
GZ,8,16,14,56,Valid
GZ,8,16,15,48,Valid
GZ,8,16,16,35,Valid
GZ,8,16,17,33,Valid
GZ,8,16,18,31,Valid
GZ,8,16,19,28,Valid
GZ,8,16,20,31,Valid
GZ,8,16,21,16,Valid
GZ,8,16,22,28,Valid
GZ,8,16,23,25,Valid
GZ,8,17,0,18,Valid
GZ,8,17,1,30,Valid
GZ,8,17,2,22,Valid
GZ,8,17,3,24,Valid
GZ,8,17,4,27,Valid
GZ,8,17,5,22,Valid
GZ,8,17,6,28,Valid
GZ,8,17,7,17,Valid
GZ,8,17,8,27,Valid
GZ,8,17,9,23,Valid
GZ,8,17,10,27,Valid
GZ,8,17,11,27,Valid
GZ,8,17,12,24,Valid
GZ,8,17,13,23,Valid
GZ,8,17,14,12,Valid
GZ,8,17,15,7,Valid
GZ,8,17,16,16,Valid
GZ,8,17,17,15,Valid
GZ,8,17,18,16,Valid
GZ,8,17,19,26,Valid
GZ,8,17,20,38,Valid
GZ,8,17,21,38,Valid
GZ,8,17,22,27,Valid
GZ,8,17,23,42,Valid
GZ,8,18,0,30,Valid
GZ,8,18,1,28,Valid
GZ,8,18,2,28,Valid
GZ,8,18,3,21,Valid
GZ,8,18,4,25,Valid
GZ,8,18,5,21,Valid
GZ,8,18,6,19,Valid
GZ,8,18,7,23,Valid
GZ,8,18,8,20,Valid
GZ,8,18,9,18,Valid
GZ,8,18,10,24,Valid
GZ,8,18,11,23,Valid
GZ,8,18,12,23,Valid
GZ,8,18,13,14,Valid
GZ,8,18,14,11,Valid
GZ,8,18,15,24,Valid
GZ,8,18,16,19,Valid
GZ,8,18,17,15,Valid
GZ,8,18,18,25,Valid
GZ,8,18,19,24,Valid
GZ,8,18,20,19,Valid
GZ,8,18,21,17,Valid
GZ,8,18,22,16,Valid
GZ,8,18,23,17,Valid
GZ,8,19,0,20,Valid
GZ,8,19,1,17,Valid
GZ,8,19,2,16,Valid
GZ,8,19,3,13,Valid
GZ,8,19,4,15,Valid
GZ,8,19,5,14,Valid
GZ,8,19,6,15,Valid
GZ,8,19,7,15,Valid
GZ,8,19,8,17,Valid
GZ,8,19,9,16,Valid
GZ,8,19,10,19,Valid
GZ,8,19,11,22,Valid
GZ,8,19,12,22,Valid
GZ,8,19,13,29,Valid
GZ,8,19,14,33,Valid
GZ,8,19,15,35,Valid
GZ,8,19,16,37,Valid
GZ,8,19,17,40,Valid
GZ,8,19,18,44,Valid
GZ,8,19,19,40,Valid
GZ,8,19,20,28,Valid
GZ,8,19,21,28,Valid
GZ,8,19,22,43,Valid
GZ,8,19,23,34,Valid
GZ,8,20,0,24,Valid
GZ,8,20,1,28,Valid
GZ,8,20,2,19,Valid
GZ,8,20,3,19,Valid
GZ,8,20,4,15,Valid
GZ,8,20,5,10,Valid
GZ,8,20,6,18,Valid
GZ,8,20,7,18,Valid
GZ,8,20,8,27,Valid
GZ,8,20,9,22,Valid
GZ,8,20,10,31,Valid
GZ,8,20,11,42,Valid
GZ,8,20,12,42,Valid
GZ,8,20,13,52,Valid
GZ,8,20,14,50,Valid
GZ,8,20,15,42,Valid
GZ,8,20,16,46,Valid
GZ,8,20,17,37,Valid
GZ,8,20,18,54,Valid
GZ,8,20,19,61,Valid
GZ,8,20,20,75,Valid
GZ,8,20,21,84,Valid
GZ,8,20,22,85,Valid
GZ,8,20,23,57,Valid
GZ,8,21,0,30,Valid
GZ,8,21,1,29,Valid
GZ,8,21,2,30,Valid
GZ,8,21,3,38,Valid
GZ,8,21,4,33,Valid
GZ,8,21,5,26,Valid
GZ,8,21,6,23,Valid
GZ,8,21,7,22,Valid
GZ,8,21,8,20,Valid
GZ,8,21,9,26,Valid
GZ,8,21,10,28,Valid
GZ,8,21,11,26,Valid
GZ,8,21,12,32,Valid
GZ,8,21,13,33,Valid
GZ,8,21,14,40,Valid
GZ,8,21,15,24,Valid
GZ,8,21,16,35,Valid
GZ,8,21,17,21,Valid
GZ,8,21,18,22,Valid
GZ,8,21,19,28,Valid
GZ,8,21,20,23,Valid
GZ,8,21,21,23,Valid
GZ,8,21,22,18,Valid
GZ,8,21,23,25,Valid
GZ,8,22,0,21,Valid
GZ,8,22,1,24,Valid
GZ,8,22,2,27,Valid
GZ,8,22,3,22,Valid
GZ,8,22,4,24,Valid
GZ,8,22,5,22,Valid
GZ,8,22,6,26,Valid
GZ,8,22,7,25,Valid
GZ,8,22,8,32,Valid
GZ,8,22,9,32,Valid
GZ,8,22,10,36,Valid
GZ,8,22,11,37,Valid
GZ,8,22,12,34,Valid
GZ,8,22,13,26,Valid
GZ,8,22,14,30,Valid
GZ,8,22,15,28,Valid
GZ,8,22,16,27,Valid
GZ,8,22,17,32,Valid
GZ,8,22,18,35,Valid
GZ,8,22,19,42,Valid
GZ,8,22,20,42,Valid
GZ,8,22,21,43,Valid
GZ,8,22,22,46,Valid
GZ,8,22,23,42,Valid
GZ,8,23,0,32,Valid
GZ,8,23,1,39,Valid
GZ,8,23,2,31,Valid
GZ,8,23,3,33,Valid
GZ,8,23,4,31,Valid
GZ,8,23,5,33,Valid
GZ,8,23,6,33,Valid
GZ,8,23,7,31,Valid
GZ,8,23,8,31,Valid
GZ,8,23,9,33,Valid
GZ,8,23,10,38,Valid
GZ,8,23,11,33,Valid
GZ,8,23,12,38,Valid
GZ,8,23,13,30,Valid
GZ,8,23,14,30,Valid
GZ,8,23,15,34,Valid
GZ,8,23,16,36,Valid
GZ,8,23,17,40,Valid
GZ,8,23,18,41,Valid
GZ,8,23,19,46,Valid
GZ,8,23,20,46,Valid
GZ,8,23,21,47,Valid
GZ,8,23,22,49,Valid
GZ,8,23,23,45,Valid
GZ,8,24,0,44,Valid
GZ,8,24,1,50,Valid
GZ,8,24,2,49,Valid
GZ,8,24,3,48,Valid
GZ,8,24,4,47,Valid
GZ,8,24,5,38,Valid
GZ,8,24,6,44,Valid
GZ,8,24,7,43,Valid
GZ,8,24,8,36,Valid
GZ,8,24,9,33,Valid
GZ,8,24,10,33,Valid
GZ,8,24,11,35,Valid
GZ,8,24,12,38,Valid
GZ,8,24,13,31,Valid
GZ,8,24,14,31,Valid
GZ,8,24,15,42,Valid
GZ,8,24,16,44,Valid
GZ,8,24,17,36,Valid
GZ,8,24,18,43,Valid
GZ,8,24,19,44,Valid
GZ,8,24,20,45,Valid
GZ,8,24,21,44,Valid
GZ,8,24,22,42,Valid
GZ,8,24,23,37,Valid
GZ,8,25,0,33,Valid
GZ,8,25,1,34,Valid
GZ,8,25,2,28,Valid
GZ,8,25,3,37,Valid
GZ,8,25,4,34,Valid
GZ,8,25,5,31,Valid
GZ,8,25,6,31,Valid
GZ,8,25,7,37,Valid
GZ,8,25,8,33,Valid
GZ,8,25,9,33,Valid
GZ,8,25,10,33,Valid
GZ,8,25,11,-999,Missing
GZ,8,25,12,39,Valid
GZ,8,25,13,34,Valid
GZ,8,25,14,35,Valid
GZ,8,25,15,34,Valid
GZ,8,25,16,33,Valid
GZ,8,25,17,41,Valid
GZ,8,25,18,43,Valid
GZ,8,25,19,49,Valid
GZ,8,25,20,51,Valid
GZ,8,25,21,54,Valid
GZ,8,25,22,68,Valid
GZ,8,25,23,71,Valid
GZ,8,26,0,75,Valid
GZ,8,26,1,77,Valid
GZ,8,26,2,69,Valid
GZ,8,26,3,64,Valid
GZ,8,26,4,57,Valid
GZ,8,26,5,60,Valid
GZ,8,26,6,77,Valid
GZ,8,26,7,75,Valid
GZ,8,26,8,72,Valid
GZ,8,26,9,71,Valid
GZ,8,26,10,57,Valid
GZ,8,26,11,55,Valid
GZ,8,26,12,48,Valid
GZ,8,26,13,48,Valid
GZ,8,26,14,47,Valid
GZ,8,26,15,47,Valid
GZ,8,26,16,53,Valid
GZ,8,26,17,53,Valid
GZ,8,26,18,46,Valid
GZ,8,26,19,43,Valid
GZ,8,26,20,41,Valid
GZ,8,26,21,38,Valid
GZ,8,26,22,34,Valid
GZ,8,26,23,37,Valid
GZ,8,27,0,30,Valid
GZ,8,27,1,35,Valid
GZ,8,27,2,33,Valid
GZ,8,27,3,38,Valid
GZ,8,27,4,44,Valid
GZ,8,27,5,39,Valid
GZ,8,27,6,51,Valid
GZ,8,27,7,49,Valid
GZ,8,27,8,46,Valid
GZ,8,27,9,53,Valid
GZ,8,27,10,53,Valid
GZ,8,27,11,55,Valid
GZ,8,27,12,56,Valid
GZ,8,27,13,55,Valid
GZ,8,27,14,61,Valid
GZ,8,27,15,63,Valid
GZ,8,27,16,61,Valid
GZ,8,27,17,49,Valid
GZ,8,27,18,33,Valid
GZ,8,27,19,42,Valid
GZ,8,27,20,34,Valid
GZ,8,27,21,33,Valid
GZ,8,27,22,37,Valid
GZ,8,27,23,31,Valid
GZ,8,28,0,21,Valid
GZ,8,28,1,30,Valid
GZ,8,28,2,38,Valid
GZ,8,28,3,35,Valid
GZ,8,28,4,36,Valid
GZ,8,28,5,14,Valid
GZ,8,28,6,22,Valid
GZ,8,28,7,23,Valid
GZ,8,28,8,25,Valid
GZ,8,28,9,29,Valid
GZ,8,28,10,34,Valid
GZ,8,28,11,39,Valid
GZ,8,28,12,46,Valid
GZ,8,28,13,44,Valid
GZ,8,28,14,45,Valid
GZ,8,28,15,48,Valid
GZ,8,28,16,53,Valid
GZ,8,28,17,49,Valid
GZ,8,28,18,60,Valid
GZ,8,28,19,39,Valid
GZ,8,28,20,38,Valid
GZ,8,28,21,41,Valid
GZ,8,28,22,41,Valid
GZ,8,28,23,40,Valid
GZ,8,29,0,31,Valid
GZ,8,29,1,40,Valid
GZ,8,29,2,43,Valid
GZ,8,29,3,-999,Missing
GZ,8,29,4,-999,Missing
GZ,8,29,5,-999,Missing
GZ,8,29,6,53,Valid
GZ,8,29,7,54,Valid
GZ,8,29,8,57,Valid
GZ,8,29,9,66,Valid
GZ,8,29,10,63,Valid
GZ,8,29,11,66,Valid
GZ,8,29,12,63,Valid
GZ,8,29,13,35,Valid
GZ,8,29,14,30,Valid
GZ,8,29,15,38,Valid
GZ,8,29,16,18,Valid
GZ,8,29,17,18,Valid
GZ,8,29,18,22,Valid
GZ,8,29,19,35,Valid
GZ,8,29,20,57,Valid
GZ,8,29,21,48,Valid
GZ,8,29,22,46,Valid
GZ,8,29,23,46,Valid
GZ,8,30,0,38,Valid
GZ,8,30,1,42,Valid
GZ,8,30,2,39,Valid
GZ,8,30,3,43,Valid
GZ,8,30,4,40,Valid
GZ,8,30,5,33,Valid
GZ,8,30,6,30,Valid
GZ,8,30,7,19,Valid
GZ,8,30,8,19,Valid
GZ,8,30,9,18,Valid
GZ,8,30,10,21,Valid
GZ,8,30,11,23,Valid
GZ,8,30,12,26,Valid
GZ,8,30,13,38,Valid
GZ,8,30,14,36,Valid
GZ,8,30,15,32,Valid
GZ,8,30,16,5,Valid
GZ,8,30,17,12,Valid
GZ,8,30,18,14,Valid
GZ,8,30,19,19,Valid
GZ,8,30,20,25,Valid
GZ,8,30,21,21,Valid
GZ,8,30,22,20,Valid
GZ,8,30,23,21,Valid
GZ,8,31,0,23,Valid
GZ,8,31,1,28,Valid
GZ,8,31,2,34,Valid
GZ,8,31,3,26,Valid
GZ,8,31,4,24,Valid
GZ,8,31,5,25,Valid
GZ,8,31,6,20,Valid
GZ,8,31,7,17,Valid
GZ,8,31,8,17,Valid
GZ,8,31,9,25,Valid
GZ,8,31,10,29,Valid
GZ,8,31,11,44,Valid
GZ,8,31,12,39,Valid
GZ,8,31,13,47,Valid
GZ,8,31,14,18,Valid
GZ,8,31,15,26,Valid
GZ,8,31,16,30,Valid
GZ,8,31,17,38,Valid
GZ,8,31,18,40,Valid
GZ,8,31,19,33,Valid
GZ,8,31,20,24,Valid
GZ,8,31,21,15,Valid
GZ,8,31,22,15,Valid
GZ,8,31,23,31,Valid
GZ,9,1,0,36,Valid
GZ,9,1,1,32,Valid
GZ,9,1,2,33,Valid
GZ,9,1,3,28,Valid
GZ,9,1,4,29,Valid
GZ,9,1,5,38,Valid
GZ,9,1,6,37,Valid
GZ,9,1,7,40,Valid
GZ,9,1,8,37,Valid
GZ,9,1,9,36,Valid
GZ,9,1,10,38,Valid
GZ,9,1,11,39,Valid
GZ,9,1,12,38,Valid
GZ,9,1,13,52,Valid
GZ,9,1,14,17,Valid
GZ,9,1,15,15,Valid
GZ,9,1,16,11,Valid
GZ,9,1,17,8,Valid
GZ,9,1,18,11,Valid
GZ,9,1,19,17,Valid
GZ,9,1,20,28,Valid
GZ,9,1,21,25,Valid
GZ,9,1,22,21,Valid
GZ,9,1,23,10,Valid
GZ,9,2,0,11,Valid
GZ,9,2,1,17,Valid
GZ,9,2,2,11,Valid
GZ,9,2,3,13,Valid
GZ,9,2,4,15,Valid
GZ,9,2,5,16,Valid
GZ,9,2,6,16,Valid
GZ,9,2,7,21,Valid
GZ,9,2,8,32,Valid
GZ,9,2,9,35,Valid
GZ,9,2,10,31,Valid
GZ,9,2,11,17,Valid
GZ,9,2,12,22,Valid
GZ,9,2,13,23,Valid
GZ,9,2,14,7,Valid
GZ,9,2,15,6,Valid
GZ,9,2,16,6,Valid
GZ,9,2,17,20,Valid
GZ,9,2,18,24,Valid
GZ,9,2,19,10,Valid
GZ,9,2,20,9,Valid
GZ,9,2,21,16,Valid
GZ,9,2,22,24,Valid
GZ,9,2,23,32,Valid
GZ,9,3,0,26,Valid
GZ,9,3,1,24,Valid
GZ,9,3,2,25,Valid
GZ,9,3,3,21,Valid
GZ,9,3,4,14,Valid
GZ,9,3,5,21,Valid
GZ,9,3,6,15,Valid
GZ,9,3,7,16,Valid
GZ,9,3,8,20,Valid
GZ,9,3,9,23,Valid
GZ,9,3,10,23,Valid
GZ,9,3,11,26,Valid
GZ,9,3,12,27,Valid
GZ,9,3,13,40,Valid
GZ,9,3,14,40,Valid
GZ,9,3,15,35,Valid
GZ,9,3,16,34,Valid
GZ,9,3,17,36,Valid
GZ,9,3,18,32,Valid
GZ,9,3,19,41,Valid
GZ,9,3,20,42,Valid
GZ,9,3,21,47,Valid
GZ,9,3,22,57,Valid
GZ,9,3,23,53,Valid
GZ,9,4,0,46,Valid
GZ,9,4,1,47,Valid
GZ,9,4,2,40,Valid
GZ,9,4,3,34,Valid
GZ,9,4,4,31,Valid
GZ,9,4,5,33,Valid
GZ,9,4,6,29,Valid
GZ,9,4,7,30,Valid
GZ,9,4,8,25,Valid
GZ,9,4,9,23,Valid
GZ,9,4,10,26,Valid
GZ,9,4,11,23,Valid
GZ,9,4,12,26,Valid
GZ,9,4,13,20,Valid
GZ,9,4,14,23,Valid
GZ,9,4,15,21,Valid
GZ,9,4,16,27,Valid
GZ,9,4,17,27,Valid
GZ,9,4,18,19,Valid
GZ,9,4,19,14,Valid
GZ,9,4,20,19,Valid
GZ,9,4,21,18,Valid
GZ,9,4,22,23,Valid
GZ,9,4,23,18,Valid
GZ,9,5,0,22,Valid
GZ,9,5,1,21,Valid
GZ,9,5,2,24,Valid
GZ,9,5,3,20,Valid
GZ,9,5,4,15,Valid
GZ,9,5,5,16,Valid
GZ,9,5,6,16,Valid
GZ,9,5,7,23,Valid
GZ,9,5,8,20,Valid
GZ,9,5,9,18,Valid
GZ,9,5,10,20,Valid
GZ,9,5,11,22,Valid
GZ,9,5,12,26,Valid
GZ,9,5,13,25,Valid
GZ,9,5,14,21,Valid
GZ,9,5,15,27,Valid
GZ,9,5,16,21,Valid
GZ,9,5,17,22,Valid
GZ,9,5,18,17,Valid
GZ,9,5,19,28,Valid
GZ,9,5,20,28,Valid
GZ,9,5,21,24,Valid
GZ,9,5,22,23,Valid
GZ,9,5,23,24,Valid
GZ,9,6,0,11,Valid
GZ,9,6,1,10,Valid
GZ,9,6,2,15,Valid
GZ,9,6,3,18,Valid
GZ,9,6,4,17,Valid
GZ,9,6,5,12,Valid
GZ,9,6,6,16,Valid
GZ,9,6,7,16,Valid
GZ,9,6,8,19,Valid
GZ,9,6,9,24,Valid
GZ,9,6,10,18,Valid
GZ,9,6,11,27,Valid
GZ,9,6,12,20,Valid
GZ,9,6,13,24,Valid
GZ,9,6,14,21,Valid
GZ,9,6,15,25,Valid
GZ,9,6,16,23,Valid
GZ,9,6,17,30,Valid
GZ,9,6,18,30,Valid
GZ,9,6,19,26,Valid
GZ,9,6,20,31,Valid
GZ,9,6,21,37,Valid
GZ,9,6,22,48,Valid
GZ,9,6,23,34,Valid
GZ,9,7,0,33,Valid
GZ,9,7,1,29,Valid
GZ,9,7,2,30,Valid
GZ,9,7,3,28,Valid
GZ,9,7,4,28,Valid
GZ,9,7,5,25,Valid
GZ,9,7,6,29,Valid
GZ,9,7,7,34,Valid
GZ,9,7,8,11,Valid
GZ,9,7,9,8,Valid
GZ,9,7,10,12,Valid
GZ,9,7,11,18,Valid
GZ,9,7,12,12,Valid
GZ,9,7,13,18,Valid
GZ,9,7,14,22,Valid
GZ,9,7,15,20,Valid
GZ,9,7,16,22,Valid
GZ,9,7,17,18,Valid
GZ,9,7,18,22,Valid
GZ,9,7,19,39,Valid
GZ,9,7,20,32,Valid
GZ,9,7,21,34,Valid
GZ,9,7,22,33,Valid
GZ,9,7,23,39,Valid
GZ,9,8,0,38,Valid
GZ,9,8,1,38,Valid
GZ,9,8,2,22,Valid
GZ,9,8,3,27,Valid
GZ,9,8,4,34,Valid
GZ,9,8,5,36,Valid
GZ,9,8,6,30,Valid
GZ,9,8,7,31,Valid
GZ,9,8,8,37,Valid
GZ,9,8,9,36,Valid
GZ,9,8,10,38,Valid
GZ,9,8,11,43,Valid
GZ,9,8,12,-999,Missing
GZ,9,8,13,-999,Missing
GZ,9,8,14,-999,Missing
GZ,9,8,15,47,Valid
GZ,9,8,16,48,Valid
GZ,9,8,17,53,Valid
GZ,9,8,18,49,Valid
GZ,9,8,19,56,Valid
GZ,9,8,20,41,Valid
GZ,9,8,21,38,Valid
GZ,9,8,22,35,Valid
GZ,9,8,23,37,Valid
GZ,9,9,0,37,Valid
GZ,9,9,1,36,Valid
GZ,9,9,2,32,Valid
GZ,9,9,3,33,Valid
GZ,9,9,4,39,Valid
GZ,9,9,5,51,Valid
GZ,9,9,6,40,Valid
GZ,9,9,7,38,Valid
GZ,9,9,8,34,Valid
GZ,9,9,9,36,Valid
GZ,9,9,10,36,Valid
GZ,9,9,11,45,Valid
GZ,9,9,12,62,Valid
GZ,9,9,13,71,Valid
GZ,9,9,14,77,Valid
GZ,9,9,15,85,Valid
GZ,9,9,16,80,Valid
GZ,9,9,17,87,Valid
GZ,9,9,18,91,Valid
GZ,9,9,19,96,Valid
GZ,9,9,20,110,Valid
GZ,9,9,21,75,Valid
GZ,9,9,22,71,Valid
GZ,9,9,23,48,Valid
GZ,9,10,0,42,Valid
GZ,9,10,1,34,Valid
GZ,9,10,2,27,Valid
GZ,9,10,3,28,Valid
GZ,9,10,4,31,Valid
GZ,9,10,5,32,Valid
GZ,9,10,6,24,Valid
GZ,9,10,7,25,Valid
GZ,9,10,8,44,Valid
GZ,9,10,9,40,Valid
GZ,9,10,10,41,Valid
GZ,9,10,11,38,Valid
GZ,9,10,12,53,Valid
GZ,9,10,13,62,Valid
GZ,9,10,14,59,Valid
GZ,9,10,15,67,Valid
GZ,9,10,16,69,Valid
GZ,9,10,17,69,Valid
GZ,9,10,18,68,Valid
GZ,9,10,19,73,Valid
GZ,9,10,20,109,Valid
GZ,9,10,21,102,Valid
GZ,9,10,22,50,Valid
GZ,9,10,23,34,Valid
GZ,9,11,0,29,Valid
GZ,9,11,1,34,Valid
GZ,9,11,2,37,Valid
GZ,9,11,3,31,Valid
GZ,9,11,4,30,Valid
GZ,9,11,5,29,Valid
GZ,9,11,6,33,Valid
GZ,9,11,7,26,Valid
GZ,9,11,8,26,Valid
GZ,9,11,9,35,Valid
GZ,9,11,10,35,Valid
GZ,9,11,11,44,Valid
GZ,9,11,12,52,Valid
GZ,9,11,13,65,Valid
GZ,9,11,14,69,Valid
GZ,9,11,15,76,Valid
GZ,9,11,16,77,Valid
GZ,9,11,17,87,Valid
GZ,9,11,18,90,Valid
GZ,9,11,19,80,Valid
GZ,9,11,20,62,Valid
GZ,9,11,21,55,Valid
GZ,9,11,22,51,Valid
GZ,9,11,23,45,Valid
GZ,9,12,0,35,Valid
GZ,9,12,1,37,Valid
GZ,9,12,2,44,Valid
GZ,9,12,3,46,Valid
GZ,9,12,4,48,Valid
GZ,9,12,5,40,Valid
GZ,9,12,6,45,Valid
GZ,9,12,7,41,Valid
GZ,9,12,8,44,Valid
